#400 itens
#(N(-20,2), N(-20,2)) -> 1
#(N(20,2), N(20,2)) -> 2
#(N(-20,2), N(20,2)) -> 3
#(N(20,2), N(-20,2)) -> 4	
	
-19,27300555	-18,23689836	1
-20,10683994	-20,7140554	1
-21,39655338	-22,39787359	1
-19,97145017	-19,91426686	1
-23,34087339	-21,38037083	1
-19,13217247	-18,84566928	1
-19,82585682	-18,7329924	1
-18,61192552	-19,22008199	1
-19,95890172	-16,20412166	1
-21,06836159	-22,11832935	1
-19,52050972	-21,82411619	1
-21,67893842	-21,41500187	1
-21,75004753	-20,63261879	1
-20,56477243	-20,2801523	1
-18,97565759	-18,8728999	1
-16,00628646	-16,79795313	1
-19,27997539	-16,51648738	1
-19,44738227	-18,64766675	1
-21,70566052	-22,27342879	1
-19,20990488	-16,16162022	1
-19,56259953	-19,21407553	1
-19,11573748	-22,54707127	1
-20,28303091	-22,40178514	1
-21,60339324	-16,70142863	1
-22,38959176	-17,53464716	1
-19,60541068	-19,39431283	1
-17,30568859	-17,70451083	1
-18,9521464	-20,05653258	1
-23,05250805	-16,95386358	1
-21,92364859	-23,56848677	1
-19,96643604	-20,19195195	1
-25,14747751	-18,16362126	1
-18,84820737	-22,24668434	1
-21,91222088	-22,4032084	1
-19,41075706	-14,02965864	1
-19,04774042	-21,9188011	1
-21,38971906	-20,06987376	1
-17,92404201	-18,31665137	1
-19,4617676	-20,5007531	1
-17,81626893	-23,19755019	1
-22,61370385	-16,33519237	1
-15,70906201	-20,10765	1
-20,02836016	-21,32461069	1
-17,02590451	-21,81138423	1
-19,42882651	-16,53825755	1
-20,80218782	-18,52143936	1
-18,09247188	-21,30101061	1
-17,48204155	-22,07732586	1
-21,51863715	-19,82882077	1
-18,99959574	-20,15332141	1
-21,72940333	-22,82253465	1
-18,77699057	-18,48419054	1
-22,72630941	-18,6343421	1
-18,52824073	-16,51343427	1
-23,81422182	-20,53984049	1
-21,11780444	-17,55461215	1
-17,26135506	-20,11268512	1
-21,83578191	-19,97722901	1
-25,21814241	-20,79383119	1
-24,07482299	-17,42124945	1
-23,14312574	-19,19722441	1
-19,92820477	-18,19313006	1
-21,78034826	-21,62083901	1
-20,77782831	-21,25776646	1
-19,07910084	-18,28864639	1
-20,10447011	-21,74696152	1
-17,22146436	-21,21070952	1
-20,98831499	-18,12423369	1
-19,80188889	-20,82121106	1
-19,53472488	-21,47662093	1
-20,07112512	-19,5284164	1
-21,36657995	-22,38922259	1
-18,76614297	-19,69702697	1
-17,10206077	-20,57763775	1
-22,40055925	-20,49777602	1
-21,58110507	-20,73134814	1
-23,05891537	-22,08231422	1
-21,37988772	-17,96686663	1
-19,95376939	-20,93994486	1
-17,29064484	-20,19931755	1
-21,75161566	-20,00828819	1
-20,23733722	-19,36787841	1
-19,27330407	-20,40163124	1
-20,87657734	-21,3813316	1
-18,46788343	-21,83328058	1
-19,3342435	-23,03138668	1
-18,20566796	-20,22609997	1
-18,07258557	-17,4328169	1
-18,86866122	-22,18862006	1
-23,21468747	-20,29159854	1
-21,52028218	-19,73030242	1
-20,64725779	-20,86806853	1
-16,76377975	-17,86898325	1
-18,8709664	-19,17289584	1
-20,89983515	-23,32520415	1
-20,12549109	-16,05904388	1
-19,94831556	-20,22650535	1
-20,98574622	-19,20769037	1
-21,49451584	-17,90159645	1
-21,42448083	-18,8930157	1
19,3305714	23,33492193	2
19,0762423	17,90336672	2
17,00387634	21,21477464	2
17,94281764	23,37334184	2
21,54870378	20,21663622	2
19,66853887	17,80555984	2
19,71228386	19,26733922	2
19,93354572	21,34388484	2
19,54494391	18,5934514	2
23,54727366	18,02441793	2
23,61055681	18,08616603	2
19,38454151	17,99186804	2
21,56588912	17,34172098	2
20,5456733	20,47075505	2
21,63704108	18,42946823	2
22,78844728	19,69709017	2
19,04375848	22,83132601	2
19,0801581	17,45977293	2
19,41146188	19,28811702	2
16,74509948	19,79958744	2
22,97864041	23,34713438	2
22,74560468	21,68677041	2
23,20371914	23,67096884	2
18,33963758	18,90436626	2
22,73306505	22,86009112	2
19,99034626	23,29825882	2
23,35298719	22,87754277	2
15,54460214	20,48485659	2
20,63320912	20,31040619	2
18,32677806	20,3980835	2
15,60177317	19,64137295	2
20,38354151	19,46919792	2
21,56690692	22,24032368	2
16,00345982	15,3456935	2
24,65617121	19,99734447	2
18,90237502	24,50089483	2
17,44651329	21,25447265	2
16,30839121	20,99714382	2
18,90742517	22,53147918	2
19,58656657	19,97849769	2
21,69093294	22,25335184	2
21,39187265	20,47992094	2
20,4950625	20,49989532	2
21,81105411	20,03796183	2
18,94877223	18,77033304	2
17,4480236	18,3862722	2
18,56057138	18,64156504	2
18,75922425	18,95209048	2
22,80959148	19,87036458	2
21,73052884	20,20685165	2
21,74721196	19,41542251	2
18,01739447	21,99653405	2
20,96527394	18,85246213	2
20,49056745	19,54754635	2
21,18180309	17,69571808	2
17,95636719	16,51393843	2
19,03541247	19,5735785	2
21,55664596	18,23483275	2
21,94369209	20,81129017	2
24,04792874	23,98246844	2
17,39118343	20,9082587	2
24,40449288	21,70521797	2
23,09579618	21,01150159	2
20,06005176	18,18516989	2
18,89243483	21,33105042	2
22,73191058	23,51144775	2
20,76643035	16,46830491	2
21,4911277	21,02441061	2
21,54775412	21,47481947	2
18,30122687	17,14906291	2
20,06582248	19,76566114	2
20,38324321	19,30699312	2
22,80395865	17,42514338	2
22,60793905	18,95379616	2
19,23675763	21,52441129	2
17,71928516	19,52764566	2
21,41614421	20,88889916	2
20,30424188	20,3260634	2
20,25025656	17,84307903	2
19,82301193	20,09054078	2
21,22742428	18,64747346	2
16,52462566	20,89265563	2
20,59551511	17,41689716	2
19,10122253	19,69361757	2
22,56693378	17,68771835	2
21,56876699	20,51455171	2
18,57624098	18,71650675	2
20,55646594	19,46760809	2
21,95042613	18,15058046	2
20,74831285	18,90616905	2
17,54122594	19,90870005	2
21,51552028	17,66002862	2
19,77730648	21,49099295	2
20,30472224	19,60669745	2
21,93126889	17,97371577	2
19,60213339	19,24525276	2
18,73100614	23,80585192	2
19,6280642	18,70008392	2
22,0015464	20,31942795	2
20,20307569	17,31938952	2
-18,61757419	18,03660807	3
-19,90879314	19,78613018	3
-18,55766657	22,90392937	3
-20,08589261	21,55037294	3
-18,09338358	21,34348423	3
-18,49581874	19,80004113	3
